kegg_number	RH_1_DKDN250001555-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_2_DKDN250001556-1A_22VYGNLT3_L3_kegg_hits.tsv	RH_2_DKDN250001556-1A_22W2JCLT3_L1_kegg_hits.tsv	RH_3_DKDN250001557-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_5_DKDN250001558-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_8_DKDN250001559-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_1_DKDN250001546-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_2_DKDN250001547-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_4_DKDN250001548-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_8_DKDN250001549-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_9_DKDN250001550-1A_22KVLLLT4_L8_kegg_hits.tsv	carR_10_DKDN250001554-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_10_DKDN250001554-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_1_DKDN250001551-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_1_DKDN250001551-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_5_DKDN250001552-1A_22KVLLLT4_L6_kegg_hits.tsv	carR_9_DKDN250001553-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_1_DKDN250001560-1A_22VYGNLT3_L3_kegg_hits.tsv	ces_3_DKDN250001561-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_5_DKDN250001562-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_6_DKDN250001563-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_7_DKDN250001564-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_1_DKDN250001570-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_1_DKDN250001570-1A_22W2JCLT3_L5_kegg_hits.tsv	hok_2_DKDN250001571-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_3_DKDN250001572-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_3_DKDN250001572-1A_22W2JCLT3_L1_kegg_hits.tsv	hok_5_DKDN250001573-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_7_DKDN250001574-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_1_DKDN250001565-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_3_DKDN250001566-1A_22VYGNLT3_L3_kegg_hits.tsv	mtz_4_DKDN250001567-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_6_DKDN250001568-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_7_DKDN250001569-1A_22KVLLLT4_L8_kegg_hits.tsv
K01856	0.436919	0.819197	0.862399	0.595228	0.975583	0.579585	0.015013	0.005053	0.003559	0.005691	0.004985	0.006401	0.010019	0.002438	0.003674	0.007894	0.011964	0.001321	0.001024	0.001888	0.005422	0.002282	0.854681	0.906151	0.690535	0.148961	0.141637	0.900281	0.913904	0.050374	0.255351	0.061062	0.013148	0.013931
K01857	2.402503	3.028874	3.105972	2.876436	3.074007	2.768704	1.733480	1.996660	1.933114	1.977182	1.859108	1.923089	2.048509	2.030161	1.996790	1.736066	1.752422	1.979520	2.003918	1.934290	1.838103	1.922230	2.828673	2.904887	3.012467	2.152204	2.107611	2.985059	2.975574	1.491326	1.793732	1.698461	1.642541	2.000918
K01858	1.062573	0.995439	0.982966	1.021528	1.042181	1.081924	0.988733	0.533568	1.144716	1.097155	1.028220	0.924244	0.947617	1.004547	1.010884	1.047418	0.819171	1.263214	1.228385	1.121251	1.099392	1.128530	1.154621	1.131822	1.141845	1.931371	1.863170	1.202052	1.196075	1.083291	1.091963	1.120641	1.148000	0.932908
K01866	1.001172	1.039263	1.033271	1.053614	1.025709	0.999379	1.008369	1.038505	1.053848	1.080073	1.052768	0.989119	1.022782	0.953835	0.949992	1.020777	0.965665	1.046091	0.983291	1.030925	0.992619	1.049216	0.946486	0.916851	0.978229	0.948168	0.959796	0.983287	0.943399	1.002268	0.971921	0.982933	1.005999	0.890279
K01867	1.604738	1.024964	1.017220	1.307065	1.021605	1.561988	1.308582	2.604591	2.100614	1.376499	1.740791	2.240120	2.062036	2.314466	2.182702	1.200624	1.500150	2.225987	2.170464	2.098219	2.136454	2.286885	0.969457	0.982769	1.014671	2.105432	2.056560	1.011716	0.985448	1.471365	1.166941	1.434098	1.515153	1.573764
K01868	1.518403	1.115378	1.121032	1.367421	1.207042	1.509632	1.826782	1.573211	2.158754	1.991027	1.998748	2.035475	1.983288	2.003395	2.006493	1.941093	1.901279	1.162904	1.072301	0.974593	1.042492	0.956310	1.127451	1.105652	1.184833	1.802795	1.864732	1.146536	1.105359	1.329677	1.112890	1.310923	1.404661	1.058336
K01869	1.026949	1.052204	1.011150	1.043042	1.038124	1.033322	1.030714	1.001404	0.990466	0.962686	1.005764	1.076761	1.089806	1.059910	1.043586	1.088486	1.033435	1.010240	1.041761	1.059134	1.048554	1.066042	1.063851	1.035486	1.032369	1.038283	1.044419	1.062592	1.022511	0.974047	0.974342	1.050753	1.021985	0.920027
K01870	0.988176	0.979614	0.956763	0.991367	0.979999	0.992858	1.035888	1.091634	1.078581	1.088095	1.095219	1.093557	1.084551	1.069880	1.024039	1.053012	1.036915	1.029451	1.020205	1.012506	0.998153	1.044795	0.891711	0.875227	0.849833	0.949024	0.947885	0.907867	0.887174	1.004135	1.026892	1.056021	1.078962	1.048171
K01872	0.966510	1.064153	1.035412	1.002947	1.061605	0.987254	1.063116	1.020170	0.984330	1.073034	1.057029	0.991315	0.981832	0.983173	0.967929	0.983549	0.974148	1.021340	0.980402	1.020250	1.055342	1.013300	0.981921	0.985553	0.990390	0.983023	0.957463	0.985846	0.965723	1.015916	1.060850	1.027320	1.057702	1.195614
K01873	1.010185	0.994187	0.988480	1.051133	1.008641	1.005318	1.030786	1.059424	1.045794	1.087229	1.088083	0.982870	1.042817	0.999002	0.985190	1.039129	0.997426	1.061727	1.043260	1.037003	1.059474	1.016461	0.942377	0.955795	0.944023	0.934516	0.936709	0.972000	0.923942	1.056958	1.024545	1.057497	1.075846	1.170830
K01874	0.922462	0.892050	0.872260	0.901543	0.936299	0.944625	0.987192	0.980446	0.946830	1.015585	1.016129	0.958871	0.942756	0.926584	0.867847	0.974097	0.978685	1.052334	1.047198	1.041970	0.979547	1.064012	1.012510	1.011270	1.028985	0.929825	0.967573	0.984631	0.937208	0.990728	1.253735	0.991936	1.020595	1.008731
K01875	0.962559	0.909911	0.882143	0.969787	0.872019	0.888477	1.043733	1.086812	1.109323	1.061817	1.092249	0.991846	0.976345	0.993037	0.955532	0.960716	0.991711	1.001201	0.967746	0.955887	0.920142	0.947118	0.900503	0.938103	0.922659	0.914090	0.884848	0.904270	0.932497	0.999381	0.977424	1.019704	1.053386	1.088899
K01876	0.974990	0.986055	1.001605	0.972645	0.982969	0.975642	0.983792	0.962826	0.999191	0.984831	0.995959	1.001566	0.996128	0.974330	1.022062	0.995870	0.987316	0.967366	0.982407	0.990176	0.968586	1.004013	0.984991	1.009222	0.995546	0.940541	0.948138	0.991039	1.007491	0.967180	0.942487	1.008687	0.928804	0.995560
K01878	1.013301	1.011622	1.025465	0.995279	0.958158	1.011087	0.969176	0.972814	0.944645	0.970339	0.967305	0.950010	0.952069	0.990495	0.900528	0.950930	0.969107	0.976711	0.965093	1.011621	0.985047	1.009593	1.028376	0.986143	0.971853	0.955383	0.942259	0.994929	0.974995	0.928602	0.961115	0.887146	0.964180	0.914096
K01879	0.991409	1.009650	1.005679	1.014133	1.050991	1.025718	1.005311	0.982157	0.974048	1.155651	1.066162	0.954402	0.979056	1.002964	0.989342	1.035713	1.005816	1.059739	1.011805	1.020842	0.974168	1.020605	1.089746	1.076860	1.109971	0.988635	0.953408	1.082488	1.064272	0.947516	0.974014	0.969863	1.063522	0.992563
K01880	0.004985	0.005148	0.003267	0.009576	0.004393	0.002101	0.015349	0.007840	0.011738	0.004837	0.006140	0.013933	0.012597	0.001647	0.001418	0.012339	0.027489	0.002863	0.008522	0.008438	0.021477	0.007714	0.017891	0.012509	0.005270	0.001194	0.000721	0.011107	0.004149	0.043074	0.007303	0.039612	0.030217	0.010704
K01881	1.067911	1.080857	1.048275	1.091936	1.130399	1.073069	1.003914	0.962377	0.972294	1.019963	0.959628	1.056187	1.004111	0.980216	0.959638	1.025009	1.035537	0.963190	1.002398	0.963390	0.980651	0.979333	1.136873	1.076736	1.129415	1.012566	1.010242	1.093461	1.120203	1.031800	0.992092	0.975990	1.060649	0.897987
K01883	0.970356	1.040264	1.043216	1.045819	1.073276	1.018837	0.978534	1.063718	1.055660	1.054105	1.041110	0.961917	0.994423	0.981597	0.977448	0.916044	0.942953	0.979976	0.923195	0.953319	0.971656	0.947987	1.001490	1.025586	1.064200	0.940065	0.893549	1.031691	0.981012	1.007076	0.940919	1.083962	1.010957	1.041727
K01885	0.924784	0.909595	0.970381	0.972869	0.928801	0.917529	0.956473	0.931936	0.891197	0.901702	0.928839	0.943715	0.972492	0.882511	0.952095	0.933328	0.935756	0.976854	1.001801	1.020769	0.975952	0.945072	0.978519	1.025313	0.974804	0.892895	0.952586	1.003092	0.976367	0.996612	1.016350	0.920868	0.925892	1.077661
K01886	1.062560	1.042160	1.051237	1.107831	1.038700	1.042152	0.974673	1.011935	0.983155	1.046499	1.056116	1.000878	1.013024	1.019299	0.988861	1.006221	0.974057	0.975518	0.969571	1.009058	0.993213	0.985089	0.976624	0.959007	1.074245	0.992530	1.017609	1.032813	1.046897	0.833533	1.016690	0.949988	0.942710	0.872361
K01887	0.743146	0.683917	0.684339	0.741164	0.656257	0.713254	0.833698	0.843956	0.845679	0.847935	0.833281	0.828486	0.863748	0.815470	0.856362	0.881408	0.846482	0.854806	0.894108	0.875311	0.888654	0.892746	0.646908	0.652864	0.581792	0.810386	0.802118	0.634353	0.624083	0.866905	0.803293	0.834029	0.860318	0.748896
K01889	1.022724	0.967388	1.019216	0.955747	0.969173	1.019488	1.087462	1.106088	1.075330	1.103753	1.095877	1.097494	1.059676	1.073348	1.079228	1.138023	1.084857	1.004829	1.045846	1.063842	1.052637	1.097046	1.151706	1.092180	1.170444	1.057007	1.023041	1.112771	1.124150	1.080791	0.970470	1.086364	1.071522	0.917669
K01890	0.989064	1.019487	1.006722	1.001724	1.012853	1.027162	1.065815	1.082532	1.126559	1.089869	1.061803	1.097504	1.148277	1.117481	1.113519	1.002225	1.028950	1.082495	1.073992	1.044679	1.055015	1.083390	0.987022	1.001248	1.070125	0.999319	1.042173	0.973136	0.974182	1.020711	0.988920	1.092124	1.045846	1.085632
K01892	1.011541	0.906127	0.895643	0.958966	0.885362	0.982448	1.025613	1.018098	1.071008	1.059551	1.113485	1.036823	0.992454	1.046284	0.961869	1.025964	1.007954	0.999690	1.016092	0.991634	0.977781	1.032024	0.936658	0.956776	0.915495	0.913652	0.922336	0.944352	0.918391	0.976920	0.941759	1.015586	0.996961	0.866418
K01893	0.004785	0.003815	0.001805	0.004284	0.001235	0.002829	0.012285	0.008166	0.011821	0.006837	0.008900	0.011353	0.013819	0.002335	0.002855	0.013747	0.016839	0.001386	0.007105	0.006143	0.014934	0.005177	0.012791	0.013109	0.002793	0.000146	0.000956	0.004909	0.003331	0.033306	0.006163	0.034137	0.019574	0.012339
K01894	0.902944	0.844471	0.849364	0.839275	0.757028	0.879839	1.000356	1.062353	0.995012	1.151737	1.069645	1.003810	1.048166	1.043565	1.081442	1.103317	1.076969	0.996392	0.995418	0.979219	1.025023	0.987723	0.811510	0.886462	0.734732	0.947747	0.991266	0.771655	0.768143	0.932618	0.942285	0.981828	1.021836	0.912851
K01895	3.167123	3.342444	3.302021	3.472198	3.337764	3.293586	3.081492	3.199795	3.097705	3.263963	3.198877	3.451188	3.514343	3.443117	3.403286	3.126578	3.098695	3.595958	3.368771	3.630220	3.954992	3.507552	3.245998	3.221192	3.376200	3.932177	3.885115	3.212475	3.184632	3.176270	3.925157	3.446721	2.950387	4.491951
K01896	0.000000	0.000403	0.000114	0.000122	0.000198	0.000000	0.000629	0.000000	0.000544	0.000000	0.000000	0.000000	0.000000	0.000093	0.000252	0.000529	0.000441	0.000000	0.000000	0.000000	0.000211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000071	0.000368	0.000091	0.000701	0.000000	0.000473	0.000106	0.000118
K01897	12.159677	11.075341	10.948116	11.027140	11.251033	11.468418	10.801316	14.101146	12.873359	13.417141	13.031423	13.241673	13.110811	13.793023	13.560961	12.159975	11.761627	13.725569	13.201683	13.636759	13.741263	13.631332	12.940990	12.653629	13.096879	12.160545	12.139873	11.366798	11.861440	11.014232	13.686991	13.604906	13.823653	14.761414
K01902	0.972598	0.952979	0.929130	0.963632	0.935445	0.918770	0.886972	0.868312	0.813742	0.811673	0.781666	0.911971	1.001224	0.909389	0.960826	1.047778	0.937839	0.914704	0.993882	0.944338	0.925928	0.912988	0.932208	0.926533	0.831410	1.042540	1.015480	0.920270	0.913588	0.885127	0.886549	0.766685	0.772401	0.832639
K01903	0.984891	0.989217	0.953165	0.981369	0.967927	0.974565	0.968794	0.980101	0.909648	0.927017	0.971171	1.006369	1.025024	1.022012	0.943529	1.001835	1.055596	0.973742	1.025988	0.968074	0.992791	0.982310	0.962455	0.974463	0.904354	0.951382	0.969245	0.975250	0.934329	0.974397	0.948986	0.951012	0.974427	0.936204
K01905	0.000000	0.000298	0.000000	0.000000	0.000110	0.000280	0.000374	0.000300	0.000139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000236	0.000096	0.000591	0.001547	0.001183	0.000462	0.000779
K01907	0.942066	0.876179	0.873883	1.002745	0.961446	1.045471	0.215972	0.539090	1.204955	0.041167	0.412427	1.172674	1.198754	1.187517	1.210110	0.094150	0.437491	0.005043	0.006268	0.013850	0.032167	0.014623	0.674186	0.695877	0.569862	0.124105	0.110899	0.857124	0.783485	0.138576	0.068771	0.307983	0.061183	0.024198
K01908	0.993200	1.050636	1.067760	1.012122	1.029877	1.048412	0.928566	1.003301	1.027801	1.090216	1.031576	1.065456	1.075030	1.057144	1.053648	1.016081	1.017427	1.046856	1.009762	0.976107	0.939129	1.000315	1.006395	0.999868	1.027782	0.950953	0.933871	0.990130	0.984284	0.816287	1.040125	0.931521	0.914986	1.056440
K01911	0.003460	0.003941	0.001139	0.007117	0.001757	0.000468	0.005623	0.001092	0.007872	0.002205	0.001856	0.005984	0.004548	0.000323	0.000000	0.005812	0.010296	0.001577	0.001271	0.004115	0.006273	0.001152	0.003104	0.002414	0.000754	0.000441	0.000000	0.003308	0.002729	0.021874	0.004468	0.014552	0.014071	0.006429
K01912	0.963183	0.988934	0.971964	1.074159	1.144073	1.014970	0.914204	0.949454	0.837877	1.065665	1.009769	0.997936	0.954984	1.017873	0.986060	0.971006	0.919978	1.023804	1.043213	1.039991	0.975489	1.053820	1.090473	1.028003	1.134123	0.973695	0.985257	1.086977	1.044412	0.747209	1.018315	1.004323	0.917522	0.814426
K01915	3.718738	3.214188	3.189983	3.707509	3.303727	3.628322	3.936064	3.702406	3.202204	3.996343	3.979705	4.038066	3.985259	3.853534	3.793579	4.132523	3.948346	3.176405	3.086290	3.036883	3.194567	3.097252	3.413626	3.292364	3.613961	6.031973	5.818866	3.220448	3.219389	3.464270	3.747456	3.443133	4.062292	3.067682
K01916	0.978540	1.014800	1.018833	0.961023	1.048511	1.041099	0.915924	0.986416	0.953224	1.008044	1.005311	1.009607	0.980534	1.004490	1.009457	0.928182	0.919371	0.975920	0.995196	0.986581	0.929064	0.977953	1.969252	2.012679	1.938799	1.131920	1.130379	1.857117	2.072447	0.836682	0.934845	0.885880	0.904853	1.016461
K01918	1.435671	1.139777	1.138189	1.299925	1.809314	1.325314	1.615741	0.894103	0.888636	0.852142	1.222774	0.823768	0.843351	0.833190	0.816261	1.392170	1.033213	1.347096	1.853045	1.594079	1.215784	1.793717	0.959846	0.890988	0.841012	1.356103	1.358275	0.827579	0.868747	1.203341	1.070244	0.804080	1.166214	1.367865
K01919	0.938065	0.938959	0.965311	0.967166	0.890623	0.909584	0.952001	0.929119	0.920998	0.971262	1.011615	1.049762	1.011395	1.021122	1.023173	1.006707	0.978172	0.972398	0.937970	0.974239	0.998180	1.017664	0.999874	1.005114	0.987350	0.975831	0.952667	1.005768	0.994671	0.925047	0.895024	0.939216	0.876719	0.863518
K01920	1.101390	1.002951	0.960166	1.061623	1.082749	1.039976	1.002171	1.130055	1.035219	1.040840	1.183196	1.274180	1.289649	1.231797	1.229586	1.303040	1.173995	0.990185	0.926685	0.927327	0.941594	0.982496	0.992874	0.973071	0.972350	0.977854	1.006953	0.947108	0.956855	0.989231	0.900726	1.052932	0.973321	0.810683
K01921	2.563923	2.626109	2.558295	2.549132	2.134896	2.702021	2.022137	1.976972	3.192348	1.116733	2.321419	2.944814	2.911153	2.871932	2.838348	1.323825	1.922834	2.191428	2.209208	2.099983	2.083031	2.173480	3.344658	3.179636	3.388839	3.976148	3.915354	3.297835	3.646839	1.882209	1.943910	2.558690	1.975500	2.259764
K01923	2.109410	2.169420	2.064292	2.130082	2.154745	2.121652	2.001459	2.078197	2.037812	2.076773	2.039432	2.106928	2.109221	2.063148	2.072598	2.126025	1.976369	2.009557	2.004730	1.990044	2.042106	1.989199	2.097133	2.107433	2.076523	2.085638	1.950785	2.109604	2.077006	1.864884	2.142727	1.912586	2.043839	2.035061
K01924	0.987005	0.976722	0.966784	0.957621	0.927124	1.039681	1.053378	1.059161	1.091923	1.021357	1.075981	1.075145	1.025384	1.009631	1.019395	1.043537	1.060933	1.022400	1.014604	1.048988	1.042723	1.026781	0.981299	0.998476	1.031653	1.032739	0.993502	0.961821	0.971955	1.126052	0.989412	1.039397	1.064216	1.080943
K01925	0.939251	0.911349	0.913597	0.925754	0.892983	0.931084	1.004765	1.052505	1.124304	1.105267	1.070613	1.081263	1.055800	1.045032	1.083931	0.984209	1.002975	0.999144	0.998421	0.996872	0.979499	1.009087	0.936067	0.961803	0.989479	0.954357	0.956356	0.896153	0.899731	0.961977	0.932927	0.980168	0.953144	1.068157
K01926	0.001162	0.000918	0.000604	0.000636	0.001042	0.000310	0.011562	0.002194	0.003847	0.001910	0.000553	0.002452	0.001117	0.000000	0.001390	0.002369	0.007006	0.000841	0.001046	0.000831	0.001531	0.000951	0.001940	0.000379	0.001398	0.000000	0.000000	0.003728	0.005625	0.005311	0.002138	0.033226	0.006291	0.005913
K01928	0.943342	0.955063	0.920370	0.911823	1.010021	0.960721	1.028009	0.972621	1.042994	0.999648	1.015657	0.989649	1.060555	1.020423	1.151292	0.988175	0.954027	0.976677	0.954265	0.943697	0.995450	0.955113	0.901102	0.953558	0.967823	0.934662	0.945084	0.922530	0.929449	0.928187	0.952722	1.011494	0.955548	1.037542
K01929	0.940366	0.934255	0.929377	0.990759	0.957910	0.925296	0.997022	0.932191	0.918177	1.011284	1.011453	1.024291	1.015004	1.019142	1.044616	0.978161	0.954895	0.998820	0.963390	0.964432	0.967299	0.975548	0.954744	0.963613	0.956038	0.972739	0.947305	0.901800	0.867700	0.922319	0.927392	1.012794	0.953771	1.067175
K01933	0.878025	0.905907	0.893580	0.903727	0.844606	0.840311	0.881599	0.903542	0.807143	0.906507	0.911922	0.878078	0.873659	0.820753	0.882443	0.956514	0.873637	0.934893	0.942513	0.952922	0.927835	0.895421	0.901499	0.892870	0.841737	0.924731	0.955704	0.902962	0.864296	0.822497	0.834797	0.914351	0.789047	0.891708
K01934	0.956539	0.988372	0.953737	0.991186	0.981758	0.971427	0.948729	0.992188	0.971468	0.989970	1.038300	0.963581	1.010219	1.001055	0.947906	0.950798	0.919297	1.006346	0.980368	1.014382	0.971286	0.958621	1.037505	1.116171	1.093980	0.937102	0.967693	1.071522	1.046005	0.940456	0.956446	0.936313	0.897998	0.996289
K01935	1.575820	1.658447	1.543479	1.637569	1.699395	1.285398	1.960171	1.654825	2.201988	1.260606	2.080695	1.368487	1.289028	1.443996	1.451772	3.191971	2.447094	1.821564	2.091748	1.840468	1.471458	2.081771	1.297609	1.264636	1.580330	2.846752	2.622904	1.801250	1.582496	2.252204	1.593488	1.713414	1.277999	1.836130
K01937	1.035091	1.064282	1.025617	1.014621	1.001819	1.004786	0.993680	1.046005	1.004022	1.059343	1.039581	0.999446	1.013498	0.964626	0.957468	1.010276	1.038708	1.018814	1.009522	0.993059	1.014010	1.023712	0.996714	0.978794	1.017018	0.982584	0.950264	1.000140	0.975970	1.027814	1.070045	1.049740	1.058834	1.208493
K01938	0.005581	0.003720	0.006806	0.010249	0.006369	0.001818	0.051552	0.018045	0.033375	0.014761	0.030583	0.037987	0.034115	0.004856	0.003942	0.030625	0.046279	0.004554	0.008532	0.014759	0.030510	0.012695	0.014994	0.021956	0.008576	0.001396	0.001999	0.020984	0.005078	0.137137	0.014186	0.040965	0.068249	0.020881
K01939	0.939212	1.048738	1.058093	1.098568	0.913342	0.894278	0.949983	0.910759	0.849881	0.824124	0.897725	1.002573	1.037051	0.953078	0.961258	0.955627	0.974991	0.963527	0.961228	0.954155	0.947734	0.955853	0.885010	0.888816	0.814545	0.962649	0.921142	0.892111	0.898090	0.870536	0.960536	0.943329	0.837734	0.957092
K01940	1.164595	1.302537	1.289785	1.181770	1.180228	1.315342	1.231533	1.243219	1.324554	1.200225	1.238096	1.291886	1.213157	1.224269	1.173612	1.317320	1.223291	1.203970	1.227019	1.199400	1.193084	1.265439	1.066538	1.050816	1.056679	1.218999	1.192588	1.072013	0.994895	1.120870	1.306415	1.169335	1.174449	1.053076
K01941	0.007052	0.007254	0.007374	0.017392	0.004951	0.003506	0.056076	0.024839	0.048787	0.025292	0.028780	0.030569	0.028007	0.008272	0.010526	0.027693	0.045511	0.007786	0.010825	0.026233	0.033688	0.019830	0.183644	0.223237	0.437937	0.001986	0.001682	0.048556	0.122100	0.144100	0.012553	0.070989	0.060470	0.026243
K01945	0.961897	1.009352	1.036662	1.020117	1.062486	0.982489	0.920174	1.006033	1.103785	0.957138	1.022512	1.051705	1.055720	1.071807	1.069253	0.939384	0.967073	0.970933	0.970904	0.997312	0.982828	1.021276	1.020337	1.053825	1.037546	0.942618	1.008161	1.007653	0.968914	0.959651	0.948703	1.034087	1.009065	0.951586
K01949	0.003388	0.002039	0.000998	0.003166	0.003553	0.000303	0.005817	0.002288	0.011074	0.011176	0.011738	0.002548	0.002320	0.001324	0.000340	0.006419	0.006473	0.001046	0.001236	0.003091	0.007248	0.005001	0.004103	0.006737	0.005351	0.000361	0.000542	0.003182	0.002038	0.027305	0.005143	0.010036	0.013164	0.007930
K01950	0.496375	0.840689	0.828680	0.664481	0.861338	0.569089	0.060009	0.024194	0.036074	0.013131	0.024011	0.038017	0.040912	0.008799	0.007457	0.032109	0.058346	0.006837	0.012843	0.024682	0.037769	0.017401	0.919729	0.901771	0.909304	0.116076	0.104829	0.895926	0.894442	0.153463	0.308825	0.114188	0.072051	0.036538
K01951	2.033595	2.125720	1.976632	2.067992	2.066160	2.014913	1.888719	2.082330	2.332076	1.982236	2.094473	2.191995	2.131403	2.196493	2.148717	2.036690	2.009211	1.856581	1.933324	1.844122	1.888910	1.809203	2.151059	2.122365	2.091260	2.020878	1.986146	2.144477	2.138214	1.814337	1.875253	1.928837	2.011713	1.857125
K01952	0.005716	0.005177	0.003087	0.008456	0.002494	0.001840	0.010558	0.012288	0.020891	0.009732	0.014326	0.017445	0.014462	0.003883	0.003186	0.018216	0.029275	0.003977	0.004962	0.010815	0.021788	0.008867	0.011411	0.011738	0.004741	0.000751	0.000694	0.005570	0.003426	0.048363	0.006309	0.065328	0.030100	0.012991
K01953	3.243158	1.407535	1.425756	1.708867	0.736652	2.898246	3.662831	4.165884	5.631433	4.568976	4.367333	2.094325	1.950925	2.263734	2.182260	2.365252	2.303278	1.469160	1.300983	1.129728	1.291392	1.185557	2.098044	2.074935	1.892761	2.970412	2.870972	2.354765	2.542360	1.128442	1.714771	2.161185	3.067826	1.708100
K01955	0.982599	0.977719	0.941466	1.039492	0.968753	0.957284	1.009496	1.052360	1.037138	0.960449	1.007819	1.048164	1.044782	1.009056	1.022153	0.982198	0.986230	1.027460	1.034384	1.013590	1.017407	1.009798	0.956597	0.972682	0.926811	1.004238	1.033600	0.973349	0.984002	1.156946	1.100884	0.990517	1.004168	1.590606
K01956	1.004528	1.033555	1.006676	1.033335	0.970342	1.024583	0.977040	0.922659	0.887662	0.972660	0.957328	0.984880	1.032603	0.941898	0.963600	0.975587	0.981588	0.946964	1.004309	0.998627	0.997064	1.000957	1.023529	1.003780	1.002643	1.030909	1.008932	1.024090	1.037070	1.033327	1.066545	0.876309	0.973329	1.008634
K01958	0.088638	0.004892	0.004078	0.007158	0.739111	0.001728	0.032176	0.550036	0.019022	0.111258	0.171007	0.010444	0.009385	0.004882	0.004001	0.015984	0.081255	0.002362	0.003671	0.007709	0.011504	0.005406	0.012175	0.016058	0.007577	0.002208	0.002496	0.009552	0.003271	0.068105	0.006468	0.028443	0.039785	0.115570
K01960	0.002564	0.000497	0.000722	0.002974	0.000000	0.000130	0.001052	0.003113	0.007154	0.001527	0.002286	0.002874	0.002461	0.000070	0.001302	0.006763	0.007266	0.000214	0.001632	0.002951	0.002673	0.001955	0.003700	0.003459	0.001234	0.000000	0.000328	0.000956	0.000157	0.004913	0.000930	0.004764	0.009750	0.001597
K01961	0.828630	0.815546	0.816615	0.816769	0.754316	0.796369	0.887953	0.922227	0.899013	0.952960	0.850535	1.787561	1.793867	1.771601	1.845626	0.903806	1.053048	0.919342	0.905871	0.871596	0.853507	0.894917	1.171311	1.210770	1.204402	0.886974	0.845491	0.855980	0.916452	0.887542	0.940280	0.846488	0.888465	0.815946
K01962	0.933415	1.056421	0.962919	0.917293	0.863864	0.896926	0.889825	0.852657	0.692698	0.850546	0.832239	0.963125	0.990995	0.927396	0.900980	0.949724	0.926476	0.926617	0.952256	0.927402	0.931889	0.951562	0.953117	0.903788	0.842608	0.978741	0.992183	0.896522	0.888857	0.806160	0.924632	0.860658	0.749892	0.820065
K01963	0.992364	1.026497	1.052468	1.016764	1.067171	1.005768	0.981690	1.062045	1.092853	1.029437	1.088600	1.100598	1.058179	1.037853	1.126031	1.019588	1.103129	0.953790	0.884737	0.887767	0.977358	0.945659	0.916011	0.946724	0.962289	0.922950	0.983515	0.861324	0.887354	1.112388	0.872013	1.057192	1.085329	0.888162
K01965	1.062608	0.999390	0.965872	0.936350	1.501189	1.044381	1.013017	1.090074	1.127152	1.162493	1.110279	1.010091	1.010948	1.037285	1.050571	1.033217	0.974584	1.046996	0.993487	1.030670	0.995522	0.997892	0.974618	0.987475	0.986163	0.985642	0.972861	0.980670	0.976395	0.944032	1.031714	0.988729	1.042075	1.102982
K01966	1.108583	1.003325	1.023003	1.014550	1.593254	1.012532	0.926828	1.031795	1.055083	1.040510	1.065145	0.979733	0.953058	0.939242	0.924224	0.974940	0.945991	0.983455	0.933749	0.943447	0.960825	0.953071	0.914747	0.906981	1.038333	1.002907	0.952047	0.969224	0.920303	0.960642	1.064969	1.001911	1.041752	1.082505
K01968	1.034257	1.101210	1.114561	1.264047	1.098624	1.034119	0.995059	1.142925	1.213502	1.086765	1.155593	1.078008	1.053232	1.035808	1.010209	0.940570	0.968996	1.063766	1.065144	1.023161	0.998488	1.060229	1.054850	1.059344	1.093319	1.020634	0.979168	1.023318	1.056353	0.926314	1.024587	0.954206	1.016340	1.154956
